academic_year,address,building_description,building_name,building_university_affiliated,building_url,city,contract__availability,contract__currency,contract__date_end,contract__date_start,contract__utilities_included,country,latitude,longitude,offers,operator,rent_pm,rent_pw,rent_total,room_amenities,room_name,room_type,tenancy_months,tenancy_type,tenancy_weeks
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,available,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1659.67,383.0,16086.0,n/a,Premium Studio - Castle View,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1694.33,391.0,16422.0,n/a,Premium Bigger Studio - Castle View,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1724.67,398.0,16716.0,n/a,"Premium Studio - Castle View, Own Terrace",studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1768.0,408.0,17136.0,n/a,"Premium Bigger Studio - Castle View, Own Terrace",studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1785.33,412.0,17304.0,n/a,Premium XL Studio - Castle View,studio,9.7,shorter tenancy,42
2023/2024,"Kingsmill Studios, Kingsmill Lane, Huddersfield HD1 3AW","Right in the heart of Huddersfield city centre and on the doorstep of University of Huddersfield, it is truly in an enviable location.Theres shared spaces, too. A gym. A cinema.Brilliant, stylish facilities and river views that would be more at home in a boutique hotel than a student residence.Its perfect. But dont take our word for it, Kingsmill Studios are currently joint 2nd on Student Crowd! Our value for money, location, social experience and more are loved by our student residents. We dont ask for deposits or fees and all your utilities are included in the rent  water, electricity, WIFI, and free contents insurance.Double perfect.",Kingsmill Studios,n/a,https://www.hellostudent.co.uk/student-accommodation/huddersfield/kingsmill-studios/,Huddersfield,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,53.6411757,-1.7788005,n/a,Hello Student,628.33,145.0,6380.0,n/a,Classic Bigger 2 Bed Apartment,non-ensuite,10.2,shorter tenancy,44
2023/2024,"Kingsmill Studios, Kingsmill Lane, Huddersfield HD1 3AW","Right in the heart of Huddersfield city centre and on the doorstep of University of Huddersfield, it is truly in an enviable location.Theres shared spaces, too. A gym. A cinema.Brilliant, stylish facilities and river views that would be more at home in a boutique hotel than a student residence.Its perfect. But dont take our word for it, Kingsmill Studios are currently joint 2nd on Student Crowd! Our value for money, location, social experience and more are loved by our student residents. We dont ask for deposits or fees and all your utilities are included in the rent  water, electricity, WIFI, and free contents insurance.Double perfect.",Kingsmill Studios,n/a,https://www.hellostudent.co.uk/student-accommodation/huddersfield/kingsmill-studios/,Huddersfield,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,53.6411757,-1.7788005,n/a,Hello Student,641.33,148.0,6512.0,n/a,Classic Smaller Studio,studio,10.2,shorter tenancy,44
2023/2024,"Kingsmill Studios, Kingsmill Lane, Huddersfield HD1 3AW","Right in the heart of Huddersfield city centre and on the doorstep of University of Huddersfield, it is truly in an enviable location.Theres shared spaces, too. A gym. A cinema.Brilliant, stylish facilities and river views that would be more at home in a boutique hotel than a student residence.Its perfect. But dont take our word for it, Kingsmill Studios are currently joint 2nd on Student Crowd! Our value for money, location, social experience and more are loved by our student residents. We dont ask for deposits or fees and all your utilities are included in the rent  water, electricity, WIFI, and free contents insurance.Double perfect.",Kingsmill Studios,n/a,https://www.hellostudent.co.uk/student-accommodation/huddersfield/kingsmill-studios/,Huddersfield,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,53.6411757,-1.7788005,n/a,Hello Student,658.67,152.0,6688.0,n/a,Classic Smaller Studio - Canal View,studio,10.2,shorter tenancy,44
2023/2024,"Kingsmill Studios, Kingsmill Lane, Huddersfield HD1 3AW","Right in the heart of Huddersfield city centre and on the doorstep of University of Huddersfield, it is truly in an enviable location.Theres shared spaces, too. A gym. A cinema.Brilliant, stylish facilities and river views that would be more at home in a boutique hotel than a student residence.Its perfect. But dont take our word for it, Kingsmill Studios are currently joint 2nd on Student Crowd! Our value for money, location, social experience and more are loved by our student residents. We dont ask for deposits or fees and all your utilities are included in the rent  water, electricity, WIFI, and free contents insurance.Double perfect.",Kingsmill Studios,n/a,https://www.hellostudent.co.uk/student-accommodation/huddersfield/kingsmill-studios/,Huddersfield,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,53.6411757,-1.7788005,n/a,Hello Student,680.33,157.0,6908.0,n/a,Classic Studio,studio,10.2,shorter tenancy,44
2023/2024,"Kingsmill Studios, Kingsmill Lane, Huddersfield HD1 3AW","Right in the heart of Huddersfield city centre and on the doorstep of University of Huddersfield, it is truly in an enviable location.Theres shared spaces, too. A gym. A cinema.Brilliant, stylish facilities and river views that would be more at home in a boutique hotel than a student residence.Its perfect. But dont take our word for it, Kingsmill Studios are currently joint 2nd on Student Crowd! Our value for money, location, social experience and more are loved by our student residents. We dont ask for deposits or fees and all your utilities are included in the rent  water, electricity, WIFI, and free contents insurance.Double perfect.",Kingsmill Studios,n/a,https://www.hellostudent.co.uk/student-accommodation/huddersfield/kingsmill-studios/,Huddersfield,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,53.6411757,-1.7788005,n/a,Hello Student,702.0,162.0,7128.0,n/a,Classic Studio - Canal View,studio,10.2,shorter tenancy,44
